item_id,name,category,subcategory,color,secondary_color,style,occasion,season,formality,pattern,material,price,gender,comfort_score,versatility_score,popularity_score,trend_score,image_placeholder
SHO_018,Olive Chunky Sole Sneakers,shoes,sandals,tan,burnt_orange,preppy,casual|date|office|beach,summer|all,3,block_print,velvet,600,female,0.8,0.52,0.39,0.42,assets/shoes/SHO_018.svg
SHO_019,Slate Slip-On Loafers,shoes,sandals,olive,burnt_orange,semi_formal,beach|date|party,monsoon,2,stripes,rayon,2500,male,0.83,0.44,0.89,0.8,assets/shoes/SHO_019.svg
SHO_020,Royal Blue Espadrilles,shoes,boots,coral,forest_green,streetwear,gym|party|casual,all|winter,2,geometric,rayon,700,female,0.84,0.43,0.67,0.5,assets/shoes/SHO_020.svg
SHO_021,Charcoal Wedge Sandals,shoes,flats,dusty_rose,sage_green,casual,casual|formal|date|festive|party,all|monsoon,5,geometric,silk,900,female,0.78,0.79,0.48,0.67,assets/shoes/SHO_021.svg
SHO_022,Slate Stiletto Heels,shoes,boots,tan,black,streetwear,beach|office|party|casual,summer,4,embroidered,wool,550,unisex,0.75,0.52,0.44,0.22,assets/shoes/SHO_022.svg
SHO_023,Sky Blue Block Heel Pumps,shoes,sneakers,beige,mustard,preppy,college|gym,winter,2,geometric,denim,3800,male,0.72,0.32,0.75,0.94,assets/shoes/SHO_023.svg
SHO_024,Blush Platform Sneakers,shoes,sandals,teal,mustard,bohemian,college|formal|casual,winter|all,3,stripes,georgette,750,female,0.78,0.38,0.57,0.72,assets/shoes/SHO_024.svg
SHO_025,Sage Green Kolhapuri Sandals,shoes,sneakers,grey,white,streetwear,date|formal,all|summer,5,embroidered,wool,800,male,0.8,0.22,0.33,0.51,assets/shoes/SHO_025.svg
SHO_026,Dusty Rose Ankle Boots,shoes,formal,royal_blue,black,athleisure,date|festive|gym|college|formal,monsoon,4,abstract,cotton,3300,unisex,0.89,0.7,0.97,0.27,assets/shoes/SHO_026.svg
SHO_027,Navy Espadrilles,shoes,heels,teal,blush,semi_formal,office|travel|casual,monsoon,4,embroidered,velvet,1700,female,0.8,0.4,0.43,0.23,assets/shoes/SHO_027.svg
SHO_028,Wine Stiletto Heels,shoes,sneakers,cream,black,casual,college|travel|formal|date|gym,summer|winter,1,stripes,synthetic_leather,1900,unisex,0.61,0.78,0.62,0.74,assets/shoes/SHO_028.svg
SHO_029,Slate Kitten Heels,shoes,heels,charcoal,tan,casual,casual|office,winter,5,checks,chiffon,2450,male,0.71,0.31,0.52,0.83,assets/shoes/SHO_029.svg
SHO_030,Olive Kitten Heels,shoes,boots,sky_blue,,preppy,college|date,all,1,abstract,linen,1400,unisex,0.83,0.32,0.7,0.31,assets/shoes/SHO_030.svg
SHO_031,Wine Derby Shoes,shoes,formal,beige,,athleisure,college|formal,all,3,floral,jersey,1200,male,0.84,0.3,0.74,0.5,assets/shoes/SHO_031.svg
SHO_032,Charcoal Running Shoes,shoes,formal,blush,coral,preppy,office|college,winter|summer,4,checks,cotton,1650,male,0.9,0.26,0.96,0.69,assets/shoes/SHO_032.svg
SHO_033,Olive Ballet Flats,shoes,sneakers,maroon,grey,festive,party|festive|casual|semi_formal,winter|all,5,floral,linen,900,unisex,0.81,0.51,0.4,0.88,assets/shoes/SHO_033.svg
SHO_034,Olive Derby Shoes,shoes,boots,burnt_orange,maroon,athleisure,beach|party,summer|all,3,solid,polyester,1550,female,0.67,0.23,0.66,0.26,assets/shoes/SHO_034.svg
SHO_035,Cream Kitten Heels,shoes,formal,royal_blue,grey,semi_formal,semi_formal|party|beach|college|office,all,4,floral,jersey,3500,unisex,0.88,0.68,0.92,0.32,assets/shoes/SHO_035.svg
SHO_036,Olive Ankle Boots,shoes,heels,forest_green,maroon,bohemian,date|semi_formal|party,monsoon,1,checks,knit,1000,female,0.91,0.4,0.42,0.47,assets/shoes/SHO_036.svg
SHO_037,Olive Sports Sliders,shoes,sandals,charcoal,maroon,preppy,college|festive|travel,summer|monsoon,4,animal_print,rayon,2450,unisex,0.79,0.4,0.46,0.94,assets/shoes/SHO_037.svg
SHO_038,Black Kolhapuri Sandals,shoes,formal,white,cream,festive,date|travel,all,4,embroidered,polyester,2100,unisex,0.66,0.3,0.79,0.53,assets/shoes/SHO_038.svg
SHO_039,Lavender Flat Sandals,shoes,formal,tan,burnt_orange,formal,casual|date,all,4,embroidered,chiffon,3400,male,0.78,0.31,0.85,0.5,assets/shoes/SHO_039.svg
SHO_040,Coral White Canvas Sneakers,shoes,boots,indigo,forest_green,preppy,party|travel|casual|formal|semi_formal,summer,5,tie_dye,linen,2700,unisex,0.87,0.64,0.96,0.74,assets/shoes/SHO_040.svg
SHO_041,Teal Chelsea Boots,shoes,sneakers,olive,tan,festive,party|beach,winter,1,abstract,leather,3400,male,0.6,0.29,0.82,0.8,assets/shoes/SHO_041.svg
SHO_042,Indigo Stiletto Heels,shoes,flats,white,grey,bohemian,formal|travel|festive|beach,summer|winter,4,block_print,jersey,1900,male,0.88,0.53,0.77,0.75,assets/shoes/SHO_042.svg
SHO_043,Cream Running Shoes,shoes,sneakers,forest_green,grey,formal,office|formal|college|travel|date,summer,2,geometric,linen,2550,male,0.9,0.74,0.39,0.48,assets/shoes/SHO_043.svg
SHO_044,Coral White Canvas Sneakers,shoes,boots,rust,tan,bohemian,college|casual|semi_formal,monsoon|winter,5,tie_dye,velvet,2200,unisex,0.76,0.42,0.93,0.45,assets/shoes/SHO_044.svg
SHO_045,Charcoal Chelsea Boots,shoes,sandals,burnt_orange,charcoal,formal,office|party,winter|summer,2,checks,velvet,3050,male,0.73,0.28,0.52,0.3,assets/shoes/SHO_045.svg
SHO_046,Olive Block Heel Pumps,shoes,sandals,sage_green,olive,festive,party|office|beach|date,all,1,embroidered,polyester,1750,female,0.74,0.59,0.41,0.98,assets/shoes/SHO_046.svg
SHO_047,Dusty Rose Flat Sandals,shoes,heels,blush,grey,indo_western,gym|office|date|party,monsoon,2,solid,synthetic_leather,650,unisex,0.59,0.52,0.55,0.46,assets/shoes/SHO_047.svg
SHO_048,Maroon Kitten Heels,shoes,heels,tan,blush,streetwear,semi_formal|casual|college|date,all,4,abstract,chiffon,2600,unisex,0.78,0.53,0.4,0.88,assets/shoes/SHO_048.svg
SHO_049,Lavender White Canvas Sneakers,shoes,sandals,maroon,indigo,indo_western,party|formal|date|college,monsoon|summer,4,animal_print,velvet,3550,female,0.72,0.55,0.36,0.37,assets/shoes/SHO_049.svg
SHO_050,Dusty Rose Running Shoes,shoes,boots,coral,forest_green,athleisure,casual|festive,winter|summer,5,checks,canvas,1200,unisex,0.66,0.27,0.88,0.44,assets/shoes/SHO_050.svg
SHO_051,Charcoal Mules,shoes,heels,forest_green,dusty_rose,indo_western,casual|beach|office,winter|all,3,floral,leather,1000,female,0.56,0.39,1.0,0.25,assets/shoes/SHO_051.svg
SHO_052,Wine Ballet Flats,shoes,flats,rust,indigo,preppy,beach|date|college|party,summer,3,checks,suede,550,female,0.65,0.56,0.55,0.24,assets/shoes/SHO_052.svg
SHO_053,Coral Chelsea Boots,shoes,sandals,indigo,coral,formal,formal|travel|college|semi_formal,monsoon,1,abstract,polyester,3650,female,0.68,0.62,0.55,0.63,assets/shoes/SHO_053.svg
SHO_054,Black Oxford Brogues,shoes,sandals,grey,royal_blue,formal,date|festive|party|office,summer,2,animal_print,velvet,2550,male,0.8,0.56,0.39,0.21,assets/shoes/SHO_054.svg
SHO_055,Blush Chelsea Boots,shoes,sandals,burnt_orange,black,streetwear,gym|travel|party|office|beach,winter,2,geometric,silk,1400,female,0.77,0.73,0.6,0.81,assets/shoes/SHO_055.svg
SHO_056,Black Ballet Flats,shoes,sneakers,white,,festive,semi_formal|college,summer|winter,1,solid,suede,2950,male,0.63,0.22,0.37,0.3,assets/shoes/SHO_056.svg
SHO_057,Wine Block Heel Pumps,shoes,heels,wine,lavender,bohemian,casual|college|office|formal,summer,5,stripes,rayon,1150,male,0.82,0.57,0.97,0.34,assets/shoes/SHO_057.svg
SHO_058,Slate Slip-On Loafers,shoes,heels,grey,maroon,bohemian,party|gym|office|date|beach,winter,4,animal_print,wool,2050,male,0.81,0.66,0.63,0.62,assets/shoes/SHO_058.svg
SHO_059,Blush Flat Sandals,shoes,boots,grey,mustard,minimalist,party|date,all|summer,5,block_print,polyester,2350,female,0.68,0.41,0.43,0.26,assets/shoes/SHO_059.svg
SHO_060,Lavender Derby Shoes,shoes,boots,tan,blush,streetwear,beach|college|festive|date|formal,all|monsoon,2,tie_dye,cotton,1000,unisex,0.92,0.72,0.42,0.49,assets/shoes/SHO_060.svg
ACC_001,Maroon Jute Bag,accessory,bag,slate,charcoal,minimalist,semi_formal|festive,all|winter,5,embroidered,canvas,1300,female,0.73,0.37,0.4,0.56,assets/accessory/ACC_001.svg
ACC_002,Charcoal Sunglasses,accessory,jewellery,navy,rust,casual,casual|college|beach,winter|all,4,tie_dye,chiffon,450,female,0.77,0.51,0.66,0.59,assets/accessory/ACC_002.svg
ACC_003,Burnt Orange Sunglasses,accessory,belt,indigo,white,athleisure,travel|party|beach|casual,monsoon|winter,4,embroidered,synthetic_leather,350,male,0.53,0.51,0.76,0.82,assets/accessory/ACC_003.svg
ACC_004,Mustard Canvas Tote Bag,accessory,bag,sage_green,olive,festive,date|college|beach|travel|semi_formal,all|monsoon,4,animal_print,velvet,200,female,0.79,0.66,0.34,0.67,assets/accessory/ACC_004.svg
ACC_005,Lavender Denim Belt Bag,accessory,bag,lavender,cream,bohemian,festive|college|beach|party,winter,2,geometric,cotton,200,female,0.94,0.5,0.51,0.47,assets/accessory/ACC_005.svg
ACC_006,Dusty Rose Gold Hoop Earrings,accessory,jewellery,blush,charcoal,preppy,gym|travel|festive|formal|casual,all|winter,3,tie_dye,leather,150,unisex,0.63,0.64,0.77,0.47,assets/accessory/ACC_006.svg
ACC_007,Dusty Rose Crossbody Bag,accessory,scarf,sage_green,maroon,minimalist,festive|semi_formal|date|college,all|summer,1,tie_dye,velvet,650,unisex,0.78,0.65,0.71,0.42,assets/accessory/ACC_007.svg
ACC_008,Charcoal Oxidised Jhumkas,accessory,scarf,mustard,blush,festive,college|formal|travel|gym,all|winter,2,tie_dye,wool,750,unisex,0.8,0.55,0.92,0.7,assets/accessory/ACC_008.svg
ACC_009,Wine Sunglasses,accessory,scarf,maroon,teal,indo_western,formal|travel|festive|casual|beach,monsoon,2,animal_print,wool,400,male,0.76,0.71,0.35,0.36,assets/accessory/ACC_009.svg
ACC_010,Burnt Orange Crossbody Bag,accessory,belt,beige,royal_blue,casual,festive|semi_formal|college,all|monsoon,3,animal_print,georgette,600,female,0.74,0.44,0.41,0.31,assets/accessory/ACC_010.svg
ACC_011,Tan Anklet,accessory,hat,white,grey,bohemian,date|casual,all,3,abstract,rayon,1350,female,0.81,0.31,0.89,0.39,assets/accessory/ACC_011.svg
ACC_012,Rust Leather Belt,accessory,scarf,wine,indigo,athleisure,college|semi_formal|beach|party|office,winter,4,stripes,georgette,600,unisex,0.7,0.66,0.59,0.89,assets/accessory/ACC_012.svg
ACC_013,Sage Green Layered Chain Necklace,accessory,jewellery,forest_green,,formal,travel|festive|date|semi_formal,monsoon|summer,4,tie_dye,denim,850,female,0.75,0.61,0.96,0.75,assets/accessory/ACC_013.svg
ACC_014,Sage Green Stud Earrings,accessory,bag,cream,teal,casual,beach|college|travel|semi_formal,summer|all,3,geometric,velvet,900,female,0.8,0.59,0.61,0.45,assets/accessory/ACC_014.svg
ACC_015,Forest Green Beaded Bracelet,accessory,belt,olive,slate,minimalist,festive|party|beach|college|travel,all|monsoon,1,block_print,synthetic_leather,1150,male,0.58,0.73,0.34,0.71,assets/accessory/ACC_015.svg
ACC_016,Beige Minimal Silver Necklace,accessory,belt,wine,navy,streetwear,beach|formal|party,all,2,abstract,canvas,400,unisex,0.68,0.43,0.48,0.75,assets/accessory/ACC_016.svg
ACC_017,Maroon Beaded Bracelet,accessory,hat,black,white,festive,office|festive|gym|semi_formal,summer,5,embroidered,suede,1400,female,0.63,0.58,0.33,0.69,assets/accessory/ACC_017.svg
ACC_018,Beige Beaded Bracelet,accessory,scarf,blush,rust,athleisure,gym|college|casual,winter,4,floral,knit,1050,female,0.91,0.44,0.49,0.8,assets/accessory/ACC_018.svg
ACC_019,Mustard Backpack,accessory,belt,mustard,,formal,beach|semi_formal|festive|office,winter|monsoon,3,embroidered,wool,150,male,0.77,0.61,0.62,0.21,assets/accessory/ACC_019.svg
ACC_020,Blush Stud Earrings,accessory,bag,sage_green,white,casual,festive|gym|formal|college|casual,monsoon|all,2,tie_dye,wool,800,female,0.73,0.76,0.57,0.98,assets/accessory/ACC_020.svg
ACC_021,Sage Green Gold Hoop Earrings,accessory,hat,cream,beige,streetwear,office|travel|date|party,winter|all,5,stripes,rayon,750,male,0.77,0.51,0.91,0.87,assets/accessory/ACC_021.svg
ACC_022,Burnt Orange Baseball Cap,accessory,hat,indigo,beige,festive,festive|office|party|date,winter,4,checks,georgette,1450,female,0.7,0.5,0.48,0.76,assets/accessory/ACC_022.svg
ACC_023,Charcoal Gold Hoop Earrings,accessory,belt,grey,indigo,formal,travel|date|gym|beach,winter,3,geometric,leather,350,male,0.63,0.62,0.88,0.65,assets/accessory/ACC_023.svg
ACC_024,Wine Minimal Silver Necklace,accessory,scarf,black,dusty_rose,streetwear,college|semi_formal|date|beach|office,monsoon,3,checks,rayon,900,male,0.78,0.71,0.76,0.56,assets/accessory/ACC_024.svg
ACC_025,Tan Minimal Silver Necklace,accessory,hat,cream,dusty_rose,preppy,beach|gym,monsoon,2,abstract,jersey,350,unisex,0.9,0.28,0.72,0.27,assets/accessory/ACC_025.svg
ACC_026,Royal Blue Stud Earrings,accessory,hat,teal,,athleisure,semi_formal|office,monsoon,2,embroidered,linen,700,male,0.87,0.31,0.93,0.68,assets/accessory/ACC_026.svg
ACC_027,Grey Layered Chain Necklace,accessory,hat,sky_blue,mustard,streetwear,date|festive|beach|formal|travel,all,3,animal_print,wool,950,unisex,0.73,0.67,0.62,0.38,assets/accessory/ACC_027.svg
ACC_028,Rust Watch,accessory,bag,burnt_orange,beige,formal,date|festive|college|beach,monsoon|all,2,solid,linen,700,female,0.89,0.6,0.66,0.53,assets/accessory/ACC_028.svg
ACC_029,Slate Denim Belt Bag,accessory,belt,grey,indigo,indo_western,formal|gym|college|casual,summer|all,2,animal_print,georgette,450,unisex,0.71,0.57,0.83,0.56,assets/accessory/ACC_029.svg
ACC_030,Olive Backpack,accessory,hat,tan,grey,athleisure,gym|formal,all,1,stripes,rayon,1200,female,0.79,0.27,0.78,0.9,assets/accessory/ACC_030.svg
ACC_031,Charcoal Silk Scarf,accessory,scarf,maroon,grey,casual,formal|college|office|travel|casual,all,1,checks,knit,500,unisex,0.86,0.77,0.85,0.35,assets/accessory/ACC_031.svg
ACC_032,Beige Sunglasses,accessory,hat,beige,indigo,indo_western,college|office,all,4,tie_dye,suede,1100,female,0.62,0.28,0.88,0.24,assets/accessory/ACC_032.svg
ACC_033,Coral Oxidised Jhumkas,accessory,jewellery,charcoal,teal,indo_western,gym|beach|travel|formal|casual,winter|monsoon,5,solid,suede,1150,male,0.64,0.66,0.34,0.91,assets/accessory/ACC_033.svg
ACC_034,Grey Sunglasses,accessory,belt,maroon,rust,bohemian,festive|casual|office|formal|party,monsoon,2,tie_dye,knit,1000,female,0.83,0.66,0.8,0.97,assets/accessory/ACC_034.svg
ACC_035,Olive Jute Bag,accessory,hat,maroon,olive,preppy,college|date|office|travel,all|winter,1,floral,wool,1100,female,0.79,0.6,0.55,0.41,assets/accessory/ACC_035.svg
ACC_036,Rust Gold Hoop Earrings,accessory,bag,sage_green,royal_blue,indo_western,festive|college|semi_formal|gym,summer|monsoon,3,geometric,linen,650,male,0.89,0.58,0.72,0.28,assets/accessory/ACC_036.svg
ACC_037,Cream Leather Belt,accessory,jewellery,rust,grey,formal,travel|casual,monsoon,1,checks,denim,1400,female,0.74,0.35,0.65,0.9,assets/accessory/ACC_037.svg
ACC_038,Lavender Statement Ring,accessory,bag,mustard,,casual,semi_formal|date,monsoon|all,4,checks,silk,600,unisex,0.78,0.37,0.59,0.7,assets/accessory/ACC_038.svg
ACC_039,Indigo Watch,accessory,bag,mustard,charcoal,festive,office|festive|gym,all,3,checks,suede,1500,male,0.67,0.41,0.35,0.47,assets/accessory/ACC_039.svg
ACC_040,Mustard Gold Hoop Earrings,accessory,belt,wine,white,festive,beach|office,monsoon|all,4,abstract,canvas,700,male,0.63,0.25,0.67,0.94,assets/accessory/ACC_040.svg
